Store,Product,Space,Profit,Sales,Units
1517,CHAPS,2.5,9434,20760.92,51
7,CROFT & BARROW,10.25,8104,185835.31,24
8,CROFT & BARROW,9.5,2546,136802.4,46
9,CROFT & BARROW,9.5,4875,107785.48,29
10,CROFT & BARROW,9.5,2615,188096.13,74
11,CROFT & BARROW,9.5,3672,142271.95,12
14,CROFT & BARROW,9.5,1521,119137.9,54
17,CROFT & BARROW,9.5,2377,108964.17,4
18,CROFT & BARROW,10.25,3091,155428.58,37
19,CROFT & BARROW,9.5,1551,61683.19,54
25,CROFT & BARROW,9.5,9550,103064.3,8
31,CROFT & BARROW,9.5,1841,133514.19,98
32,CROFT & BARROW,7.5,9599,82110.61,59
33,CROFT & BARROW,9.5,9376,112030.19,28
34,CROFT & BARROW,7.5,7245,94087.32,62
35,CROFT & BARROW,9.5,5343,145559.46,98
37,CROFT & BARROW,9.5,8786,127376.75,25
39,CROFT & BARROW,9.5,2000,153956.43,76
41,CROFT & BARROW,10.25,1701,151961.33,65
43,CROFT & BARROW,9.5,3213,95685.04,60
48,CROFT & BARROW,9.5,8573,149477.73,14
49,CROFT & BARROW,9.5,9144,102797.85,1
52,CROFT & BARROW,9.5,8427,88804.5,67
54,CROFT & BARROW,10.25,9178,140480.28,28
55,CROFT & BARROW,9.5,2847,121418.2,86
57,CROFT & BARROW,9.5,5016,81903.67,88
59,CROFT & BARROW,9.5,6438,58728.85,22
60,CROFT & BARROW,9.5,6278,124254.06,69
62,CROFT & BARROW,9.5,7332,162857.95,47
63,CROFT & BARROW,9.5,3077,106129.01,10
64,CROFT & BARROW,9.5,3921,155604.44,50
65,CROFT & BARROW,9.5,7486,103673.33,21
66,CROFT & BARROW,9.5,5570,114047.72,23
67,CROFT & BARROW,9.5,6343,68436.05,4
68,CROFT & BARROW,9.5,3010,137401.69,52
70,CROFT & BARROW,9.5,4505,108145.13,18
71,CROFT & BARROW,9.5,2854,94190.87,74
72,CROFT & BARROW,9.5,3236,135712.74,55
73,CROFT & BARROW,9.5,5796,176465.23,37
75,CROFT & BARROW,9.5,3818,115077.68,86
77,CROFT & BARROW,9.5,9441,105205,25
79,CROFT & BARROW,9.5,6128,112680.67,86
82,CROFT & BARROW,9.5,5539,89715.83,59
83,CROFT & BARROW,9.5,7240,111772.85,100
84,CROFT & BARROW,9.5,2131,94944.99,39
86,CROFT & BARROW,9.5,4406,170221.05,71
89,CROFT & BARROW,9.5,8716,89535.55,70
91,CROFT & BARROW,9.5,8651,123620.92,58
95,CROFT & BARROW,9.5,8084,112822.22,99
96,CROFT & BARROW,9.5,1472,165609.35,35
97,CROFT & BARROW,10.25,6633,168365.25,71
99,CROFT & BARROW,10.25,2965,174001.95,80
101,CROFT & BARROW,9.5,1034,138760.59,71
102,CROFT & BARROW,10.25,8642,250641.84,30
103,CROFT & BARROW,9.5,1459,137502.93,13
104,CROFT & BARROW,10.25,5801,100536.39,41
105,CROFT & BARROW,9.5,5753,155045.91,39
106,CROFT & BARROW,9.5,2400,106516.98,91
107,CROFT & BARROW,9.5,6845,96820.44,16
108,CROFT & BARROW,10.25,8912,127652.19,55
109,CROFT & BARROW,9.5,6764,148023.12,88
110,CROFT & BARROW,9.5,3764,131342.45,49
111,CROFT & BARROW,9.5,3884,102990.71,36
112,CROFT & BARROW,9.5,1531,114234.34,97
113,CROFT & BARROW,9.5,6158,126993.24,77
114,CROFT & BARROW,10.25,3439,107190.6,16
115,CROFT & BARROW,6.75,1472,57316.47,82
117,CROFT & BARROW,9.5,9560,109957.91,70
118,CROFT & BARROW,10.25,7845,127537.34,63
119,CROFT & BARROW,8.75,3714,84761.56,86
121,CROFT & BARROW,9.5,3841,147904.99,30
123,CROFT & BARROW,9.5,8732,127932.6,16
125,CROFT & BARROW,8.75,3040,67485.19,79
126,CROFT & BARROW,9.5,8948,168869.01,3
127,CROFT & BARROW,9.5,6511,115021.88,56
129,CROFT & BARROW,9.5,4137,133199.54,69
130,CROFT & BARROW,9.5,9599,183160.23,68
132,CROFT & BARROW,9.5,5109,124570.45,50
134,CROFT & BARROW,9.5,9533,156786.76,100
136,CROFT & BARROW,8.75,6088,73015.05,51
138,CROFT & BARROW,9.5,8467,123573.73,64
139,CROFT & BARROW,9.5,1436,95986.88,19
140,CROFT & BARROW,10.25,7744,195462.43,92
141,CROFT & BARROW,9.5,9861,138796.68,71
142,CROFT & BARROW,9.5,8739,147605.88,78
143,CROFT & BARROW,6.75,8977,48602.96,52
147,CROFT & BARROW,10.25,9979,166076.71,93
148,CROFT & BARROW,9.5,8274,98182.4,87
149,CROFT & BARROW,9.5,7750,76825.72,75
153,CROFT & BARROW,9.5,4858,97152.44,36
154,CROFT & BARROW,9.5,8417,98502.8,62
155,CROFT & BARROW,9.5,7114,174010.41,21
156,CROFT & BARROW,9.5,1450,112680.85,59
158,CROFT & BARROW,9.5,5218,117741.45,37
159,CROFT & BARROW,9.5,2060,136188.17,12
160,CROFT & BARROW,9.5,2156,119256.13,59
161,CROFT & BARROW,9.5,5752,115982.35,63
162,CROFT & BARROW,9.5,1839,76741.54,35
163,CROFT & BARROW,7.25,6986,74923.66,50
165,CROFT & BARROW,8.75,1184,62062.02,56
166,CROFT & BARROW,9.5,4599,138360.65,92
167,CROFT & BARROW,9.5,6080,102738.55,88
168,CROFT & BARROW,9.5,6833,111888.25,2
169,CROFT & BARROW,9.5,6252,113633.14,19
170,CROFT & BARROW,9.5,4178,87812.36,51
171,CROFT & BARROW,9.5,6129,149875.12,55
172,CROFT & BARROW,9.5,5694,119137.5,72
173,CROFT & BARROW,10.25,8265,136076.17,94
174,CROFT & BARROW,9.5,2978,131548.77,85
175,CROFT & BARROW,9.5,7386,157726.14,41
176,CROFT & BARROW,9.5,1266,135836.1,68
177,CROFT & BARROW,9.5,8208,117052.09,62
178,CROFT & BARROW,9.5,6097,117503,25
179,CROFT & BARROW,9.5,7405,128936.57,50
180,CROFT & BARROW,8.75,4334,75488.61,67
182,CROFT & BARROW,9.5,2145,123124.04,85
183,CROFT & BARROW,9.5,3172,80292.54,34
184,CROFT & BARROW,9.5,5445,110134.33,3
185,CROFT & BARROW,8.75,7656,65302.74,98
186,CROFT & BARROW,8.75,1708,65480.6,87
187,CROFT & BARROW,10.25,4061,119306.38,19
188,CROFT & BARROW,9.5,1125,123879.32,57
189,CROFT & BARROW,9.5,9731,102465.55,16
190,CROFT & BARROW,9.5,2918,93916.39,28
191,CROFT & BARROW,9.5,6351,108435.82,89
192,CROFT & BARROW,7.5,2966,70818.4,20
193,CROFT & BARROW,9.5,9108,94633.69,76
195,CROFT & BARROW,9.5,6832,65605.94,84
196,CROFT & BARROW,9.5,5226,94615.03,67
197,CROFT & BARROW,6.75,7725,63995.22,14
198,CROFT & BARROW,9.5,6551,126183.4,72
200,CROFT & BARROW,7.5,1702,76641.75,86
201,CROFT & BARROW,9.5,4765,142189.3,87
202,CROFT & BARROW,9.5,3920,131412.15,91
204,CROFT & BARROW,9.5,8155,154882.46,51
205,CROFT & BARROW,9.5,4331,146633.69,60
206,CROFT & BARROW,9.5,9270,134904.32,67
207,CROFT & BARROW,9.5,4139,101886.88,25
208,CROFT & BARROW,10.25,1512,175303.24,96
209,CROFT & BARROW,9.5,4059,161103.27,74
210,CROFT & BARROW,9.5,3325,138633.05,11
211,CROFT & BARROW,9.5,3846,84867.61,66
212,CROFT & BARROW,9.5,1824,112367.33,15
213,CROFT & BARROW,9.5,4083,122962.8,77
214,CROFT & BARROW,9.5,9143,114566.61,6
215,CROFT & BARROW,9.5,3000,93773.39,22
216,CROFT & BARROW,9.5,7422,141382.74,36
217,CROFT & BARROW,9.5,3767,109873.24,45
218,CROFT & BARROW,9.5,4259,98310.67,9
219,CROFT & BARROW,9.5,1854,157752.31,34
220,CROFT & BARROW,9.5,6205,125198.92,45
221,CROFT & BARROW,10.25,7905,264128.23,31
222,CROFT & BARROW,9.5,3458,134804.06,42
223,CROFT & BARROW,10.25,1926,146804.8,51
224,CROFT & BARROW,9.5,7718,115800.91,5
225,CROFT & BARROW,9.5,3196,134332.24,97
226,CROFT & BARROW,10.25,9350,82347.18,89
227,CROFT & BARROW,9.5,4623,147010.9,12
228,CROFT & BARROW,9.5,2378,106040.5,68
229,CROFT & BARROW,9.5,2820,211868.57,92
230,CROFT & BARROW,10.25,2858,94732.83,48
231,CROFT & BARROW,9.5,2628,120853.91,94
232,CROFT & BARROW,9.5,7008,144237.31,79
233,CROFT & BARROW,9.5,1872,97025.05,14
234,CROFT & BARROW,9.5,4017,148876.24,58
235,CROFT & BARROW,9.5,4932,147939.46,66
236,CROFT & BARROW,9.5,4428,137186.98,64
237,CROFT & BARROW,9.5,9346,198532.9,69
238,CROFT & BARROW,9.5,6492,222067.03,6
239,CROFT & BARROW,10.25,2158,242123.46,32
240,CROFT & BARROW,9.5,2481,113199.94,9
241,CROFT & BARROW,9.5,7305,176460.6,99
242,CROFT & BARROW,9.5,4149,155733.9,47
243,CROFT & BARROW,9.5,7919,92407.61,83
244,CROFT & BARROW,9.5,7594,149730.55,57
245,CROFT & BARROW,9.5,9016,114202.34,1
246,CROFT & BARROW,9.5,5678,146277.5,4
247,CROFT & BARROW,9.5,9744,136499.84,1
248,CROFT & BARROW,9.5,8852,130360.4,97
249,CROFT & BARROW,9.5,1438,111484.93,77
251,CROFT & BARROW,9.5,3992,117676.68,33
252,CROFT & BARROW,9.5,5087,136266.95,15
253,CROFT & BARROW,9.5,7591,168093.41,54
254,CROFT & BARROW,9.5,3897,133458.82,26
255,CROFT & BARROW,9.5,7832,96911.45,50
256,CROFT & BARROW,9.5,1898,111146.21,82
257,CROFT & BARROW,9.5,5937,130450.74,82
258,CROFT & BARROW,9.5,8210,87179.39,74
259,CROFT & BARROW,9.5,3518,129579.59,21
260,CROFT & BARROW,8.75,4333,74330.87,52
261,CROFT & BARROW,9.5,3014,86750.68,63
262,CROFT & BARROW,10.25,7776,124973.6,73
263,CROFT & BARROW,9.5,1191,110833.69,91
264,CROFT & BARROW,10.25,1334,188802.37,58
265,CROFT & BARROW,9.5,2668,81789.38,13
266,CROFT & BARROW,9.5,8876,84352.3,54
267,CROFT & BARROW,9.5,9955,73942.33,55
268,CROFT & BARROW,10.25,1219,170614.54,65
269,CROFT & BARROW,9.5,1251,143287.25,69
270,CROFT & BARROW,9.5,4457,132234.06,6
271,CROFT & BARROW,9.5,9719,116269.87,68
272,CROFT & BARROW,10.25,6096,193614.83,20
273,CROFT & BARROW,9.5,8410,112997.69,25
274,CROFT & BARROW,9.5,8991,75234.68,91
275,CROFT & BARROW,9.5,9731,115668.04,25
276,CROFT & BARROW,9.5,7322,103281.02,25
277,CROFT & BARROW,9.5,6315,95111.35,70
278,CROFT & BARROW,9.5,1699,79979.05,5
279,CROFT & BARROW,9.5,3700,97077.63,32
280,CROFT & BARROW,10.25,9085,205209.01,99
281,CROFT & BARROW,10.25,3349,190505.2,33
282,CROFT & BARROW,9.5,9739,104542,87
283,CROFT & BARROW,10.25,5051,188453.3,97
284,CROFT & BARROW,9.5,1305,67716.73,22
285,CROFT & BARROW,9.5,4837,85791.05,4
286,CROFT & BARROW,9.5,6492,116154.16,7
287,CROFT & BARROW,9.5,7802,103466.41,6
288,CROFT & BARROW,9.5,5571,135202.54,54
289,CROFT & BARROW,9.5,5096,113966.44,23
290,CROFT & BARROW,9.5,3754,84123.2,30
291,CROFT & BARROW,9.5,8479,132800.8,3
292,CROFT & BARROW,9.5,9674,116915.28,51
293,CROFT & BARROW,9.5,3824,151887.66,65
295,CROFT & BARROW,8.75,4096,63627.3,16
296,CROFT & BARROW,9.5,8739,119394.79,81
297,CROFT & BARROW,9.5,7369,88017.43,81
298,CROFT & BARROW,9.5,3413,113645.11,72
299,CROFT & BARROW,9.5,2533,155326.15,39
301,CROFT & BARROW,9.5,3496,92096.7,44
302,CROFT & BARROW,9.5,2723,77010.48,83
303,CROFT & BARROW,9.5,1631,96180.72,27
304,CROFT & BARROW,10.25,6846,110555.48,29
305,CROFT & BARROW,9.5,2076,132510.23,97
306,CROFT & BARROW,9.5,9711,124776.98,51
307,CROFT & BARROW,10.25,9598,109940.61,1
308,CROFT & BARROW,9.5,7696,137070.29,88
310,CROFT & BARROW,9.5,5047,102200.95,15
311,CROFT & BARROW,9.5,7279,110609.97,95
312,CROFT & BARROW,8.75,2284,93282.3,58
313,CROFT & BARROW,9.5,3889,93510.92,63
314,CROFT & BARROW,9.5,9673,111299.09,67
315,CROFT & BARROW,9.5,6768,76412.04,86
316,CROFT & BARROW,9.5,3680,93038.25,37
317,CROFT & BARROW,9.5,3089,115005.6,49
318,CROFT & BARROW,9.5,4631,110757.25,33
319,CROFT & BARROW,9.5,9752,86386.24,52
320,CROFT & BARROW,9.5,5046,88612.43,93
321,CROFT & BARROW,9.5,9523,144149.59,36
322,CROFT & BARROW,9.5,8623,140837.26,5
323,CROFT & BARROW,9.5,1803,108024.98,89
324,CROFT & BARROW,9.5,6891,124677.69,32
325,CROFT & BARROW,8.75,7620,68742.23,70
326,CROFT & BARROW,9.5,8856,119049.22,28
327,CROFT & BARROW,10.25,1976,114207.78,80
328,CROFT & BARROW,9.5,6678,100986.2,22
329,CROFT & BARROW,9.5,5142,144063.06,42
330,CROFT & BARROW,9.5,3562,105768.12,85
331,CROFT & BARROW,9.5,2952,136226.33,88
332,CROFT & BARROW,9.5,7841,122190.39,79
333,CROFT & BARROW,9.5,6547,113928.59,19
334,CROFT & BARROW,9.5,5189,181286.88,38
335,CROFT & BARROW,9.5,2126,120465.64,39
336,CROFT & BARROW,9.5,6818,98104.79,11
337,CROFT & BARROW,9.5,1635,160639.66,36
338,CROFT & BARROW,9.5,1413,122511.07,13
339,CROFT & BARROW,9.5,2700,94070.94,26
340,CROFT & BARROW,9.5,5382,68044.43,76
341,CROFT & BARROW,9.5,9862,96293.14,67
342,CROFT & BARROW,8.75,7130,62186.02,76
343,CROFT & BARROW,9.5,4837,65895.46,24
344,CROFT & BARROW,9.5,1180,150089.26,88
345,CROFT & BARROW,9.5,4894,95984.29,89
346,CROFT & BARROW,9.5,1996,85287.1,38
347,CROFT & BARROW,9.5,9116,151667.69,13
348,CROFT & BARROW,9.5,1721,116107.22,5
349,CROFT & BARROW,9.5,6323,87004.33,74
350,CROFT & BARROW,9.5,1221,119728.67,74
351,CROFT & BARROW,9.5,4969,143343.72,8
352,CROFT & BARROW,9.5,4340,157183.99,8
353,CROFT & BARROW,9.5,5585,123806.25,56
354,CROFT & BARROW,9.5,4888,190752.49,77
355,CROFT & BARROW,9.5,5141,90813.5,68
356,CROFT & BARROW,9.5,6544,142835.93,21
357,CROFT & BARROW,9.5,1836,113150.18,91
358,CROFT & BARROW,9.5,1400,100224.96,29
359,CROFT & BARROW,9.5,2341,144660.72,15
360,CROFT & BARROW,9.5,2855,138227.6,73
361,CROFT & BARROW,7.5,8018,68727.84,46
362,CROFT & BARROW,7.5,8711,73786.07,39
363,CROFT & BARROW,6.75,8808,61336.58,9
364,CROFT & BARROW,7.5,2581,82542.2,87
365,CROFT & BARROW,7.5,3391,66840.75,14
366,CROFT & BARROW,7.5,2852,109698.47,40
367,CROFT & BARROW,7.5,1722,47766.62,18
368,CROFT & BARROW,7.5,5048,85524.21,76
369,CROFT & BARROW,7.5,5787,51029.18,22
370,CROFT & BARROW,7.5,3310,54297.56,99
371,CROFT & BARROW,7.5,2000,112942.4,21
372,CROFT & BARROW,9.5,3903,115226.03,40
373,CROFT & BARROW,9.5,2743,131035.48,41
374,CROFT & BARROW,9.5,9431,235117.26,63
376,CROFT & BARROW,9.5,9472,85232.32,34
377,CROFT & BARROW,10.25,8578,110539.53,34
378,CROFT & BARROW,9.5,2314,100049.68,66
379,CROFT & BARROW,9.5,1375,106641.58,54
380,CROFT & BARROW,9.5,3518,99616.3,21
381,CROFT & BARROW,10.25,3193,194997.63,52
382,CROFT & BARROW,10.25,8524,162285.16,70
383,CROFT & BARROW,9.5,6523,74686,12
384,CROFT & BARROW,9.5,9918,102582.45,41
385,CROFT & BARROW,9.5,6767,101112.57,90
386,CROFT & BARROW,10.25,8440,140102.81,76
387,CROFT & BARROW,9.5,9367,132040.3,9
388,CROFT & BARROW,9.5,7481,86327.68,62
389,CROFT & BARROW,9.5,5501,77025.57,90
390,CROFT & BARROW,9.5,3585,135158.28,58
391,CROFT & BARROW,9.5,5727,104824.55,42
392,CROFT & BARROW,9.5,2694,119611.21,73
393,CROFT & BARROW,9.5,2143,215071.35,94
394,CROFT & BARROW,9.5,6614,70061.35,26
395,CROFT & BARROW,9.5,4024,93893.35,74
396,CROFT & BARROW,9.5,8795,135133.7,92
397,CROFT & BARROW,10.25,4452,122885.38,36
398,CROFT & BARROW,9.5,4178,83357.92,57
399,CROFT & BARROW,8.75,9961,44499.82,22
401,CROFT & BARROW,9.5,9049,92722.7,37
402,CROFT & BARROW,8.75,9218,76884.8,68
403,CROFT & BARROW,9.5,2681,102287.91,12
405,CROFT & BARROW,9.5,3110,88038.34,47
406,CROFT & BARROW,9.5,8817,107614.27,92
407,CROFT & BARROW,9.5,5326,152475.24,35
408,CROFT & BARROW,9.5,6314,157399.53,46
409,CROFT & BARROW,6.75,1347,54782.71,26
411,CROFT & BARROW,9.5,9494,149680.97,26
413,CROFT & BARROW,6.75,7128,45576.25,85
414,CROFT & BARROW,7.5,4749,56916.41,35
415,CROFT & BARROW,9.5,3580,102142.42,11
416,CROFT & BARROW,7.5,1838,75954.49,33
417,CROFT & BARROW,9.5,9520,160949.93,15
418,CROFT & BARROW,9.5,3100,166407.5,64
419,CROFT & BARROW,9.5,2964,80866.74,20
420,CROFT & BARROW,9.5,1326,84388.82,88
421,CROFT & BARROW,9.5,8190,98190.37,93
422,CROFT & BARROW,9.5,3846,148182.63,49
423,CROFT & BARROW,6.75,8473,76143.87,53
424,CROFT & BARROW,9.5,6536,148085.27,36
425,CROFT & BARROW,10.25,1112,141530.93,71
426,CROFT & BARROW,9.5,5792,102777.58,72
427,CROFT & BARROW,10.25,4850,121988.06,45
428,CROFT & BARROW,9.5,1790,126916.12,64
429,CROFT & BARROW,9.5,7672,109902.92,39
430,CROFT & BARROW,9.5,7060,103569.44,21
431,CROFT & BARROW,9.5,4936,125843.7,24
432,CROFT & BARROW,9.5,2178,103252.98,30
433,CROFT & BARROW,10.25,4514,145462.4,85
434,CROFT & BARROW,10.25,7431,121065.94,43
435,CROFT & BARROW,9.5,7242,141021.41,2
436,CROFT & BARROW,9.5,7557,113425.41,37
437,CROFT & BARROW,8.75,1237,66006.03,65
438,CROFT & BARROW,9.5,5629,64578.47,58
439,CROFT & BARROW,9.5,6196,116085.82,46
440,CROFT & BARROW,10.25,5175,98091.16,35
441,CROFT & BARROW,9.5,3038,104285.03,80
442,CROFT & BARROW,9.5,4362,105898.55,53
443,CROFT & BARROW,9.5,9931,117347.76,23
444,CROFT & BARROW,9.5,2377,82196.26,22
445,CROFT & BARROW,9.5,5975,69224.3,99
446,CROFT & BARROW,9.5,3303,95835.35,2
447,CROFT & BARROW,8.75,2799,56948,86
449,CROFT & BARROW,8.75,8044,44294.63,49
450,CROFT & BARROW,9.5,5307,102224.65,31
451,CROFT & BARROW,9.5,1554,81700.59,81
452,CROFT & BARROW,8.75,1957,56920.01,57
453,CROFT & BARROW,9.5,8883,82380.44,12
454,CROFT & BARROW,9.5,5490,146250.73,89
455,CROFT & BARROW,9.5,1068,81738.13,4
456,CROFT & BARROW,9.5,8611,74915.81,8
457,CROFT & BARROW,9.5,3399,104121.57,35
458,CROFT & BARROW,9.5,7781,153664.65,93
459,CROFT & BARROW,9.5,1944,161837.09,99
460,CROFT & BARROW,9.5,7170,157767.6,58
461,CROFT & BARROW,9.5,9151,159769.58,31
462,CROFT & BARROW,9.5,2938,110052.7,29
463,CROFT & BARROW,9.5,8634,141069.96,46
464,CROFT & BARROW,9.5,4197,122282.84,88
465,CROFT & BARROW,9.5,4893,78993.79,3
466,CROFT & BARROW,9.5,8304,75842.69,2
467,CROFT & BARROW,9.5,4638,112278.25,10
468,CROFT & BARROW,7.5,3624,80795.51,17
469,CROFT & BARROW,9.5,9442,130702.88,20
470,CROFT & BARROW,9.5,7915,115085.64,47
471,CROFT & BARROW,9.5,9599,104145.54,92
472,CROFT & BARROW,9.5,2119,135804.27,71
473,CROFT & BARROW,9.5,5251,117660.23,28
474,CROFT & BARROW,9.5,3149,103648.41,24
475,CROFT & BARROW,9.5,3606,87290.89,86
476,CROFT & BARROW,9.5,4410,107842.36,11
477,CROFT & BARROW,7.5,4913,56720.69,18
478,CROFT & BARROW,9.5,1648,129556.61,40
479,CROFT & BARROW,9.5,2703,124916.49,26
480,CROFT & BARROW,9.5,8101,97171.22,80
481,CROFT & BARROW,9.5,8434,107744.67,74
482,CROFT & BARROW,9.5,6727,87471.18,6
483,CROFT & BARROW,9.5,9257,82492.86,61
484,CROFT & BARROW,9.5,4780,101089.83,23
485,CROFT & BARROW,9.5,2537,111016.45,74
486,CROFT & BARROW,9.5,2900,112958.05,41
487,CROFT & BARROW,9.5,7584,114212.8,11
488,CROFT & BARROW,10.25,1442,131124.39,25
489,CROFT & BARROW,9.5,9250,130085.72,28
490,CROFT & BARROW,10.25,2971,116096.57,18
491,CROFT & BARROW,9.5,2036,112622.74,25
492,CROFT & BARROW,9.5,1894,106543.31,17
493,CROFT & BARROW,9.5,6933,79917.71,82
494,CROFT & BARROW,9.5,9654,91307.66,48
495,CROFT & BARROW,10.25,6771,125871.36,87
496,CROFT & BARROW,9.5,5508,110721.18,69
500,CROFT & BARROW,9.5,6536,126779.52,77
501,CROFT & BARROW,9.5,1790,117851.06,86
502,CROFT & BARROW,10.25,6211,145647.56,82
503,CROFT & BARROW,9.5,2647,164179.35,75
504,CROFT & BARROW,9.5,1786,144758.32,59
505,CROFT & BARROW,9.5,9607,97056.33,53
506,CROFT & BARROW,9.5,4695,111673.32,2
507,CROFT & BARROW,6.75,8832,57399.77,39
508,CROFT & BARROW,6.75,5837,52449.46,31
509,CROFT & BARROW,7.5,3524,46896.56,65
510,CROFT & BARROW,7.5,5203,86184.17,4
511,CROFT & BARROW,7.5,1029,72607.17,75
512,CROFT & BARROW,9.5,2924,202637.29,81
513,CROFT & BARROW,10.25,8177,141332.42,30
514,CROFT & BARROW,9.5,9984,102445.49,86
515,CROFT & BARROW,7.5,6730,70567.08,87
516,CROFT & BARROW,9.5,9447,95957,30
517,CROFT & BARROW,9.5,6417,86608.48,74
518,CROFT & BARROW,9.5,5261,93126.17,22
519,CROFT & BARROW,9.5,1476,136876.16,37
520,CROFT & BARROW,9.5,5975,106192.71,37
521,CROFT & BARROW,7.5,5075,68478.53,33
522,CROFT & BARROW,9.5,2432,116253.01,16
523,CROFT & BARROW,9.5,6564,99696.88,26
524,CROFT & BARROW,9.5,9831,114591.14,25
525,CROFT & BARROW,9.5,7942,127731.04,27
526,CROFT & BARROW,7.5,8600,87255.43,64
527,CROFT & BARROW,7.5,2856,58713.5,77
528,CROFT & BARROW,9.5,9994,147998.39,62
529,CROFT & BARROW,9.5,2277,157882.18,9
530,CROFT & BARROW,9.5,3267,167699.55,89
531,CROFT & BARROW,9.5,1363,121245.68,39
532,CROFT & BARROW,9.5,1926,150791.02,20
533,CROFT & BARROW,9.5,8710,174526.22,88
534,CROFT & BARROW,9.5,2937,158747.19,3
535,CROFT & BARROW,9.5,3982,65064.97,84
536,CROFT & BARROW,9.5,9357,151235.31,13
537,CROFT & BARROW,9.5,8820,128151.84,17
538,CROFT & BARROW,9.5,9668,142517.42,5
539,CROFT & BARROW,10.25,2341,187380.05,47
540,CROFT & BARROW,9.5,8392,115930,99
541,CROFT & BARROW,10.25,4565,151447.73,6
542,CROFT & BARROW,10.25,9786,107498.51,47
543,CROFT & BARROW,10.25,7942,143915.17,89
544,CROFT & BARROW,6.75,7775,44701.85,67
545,CROFT & BARROW,7.5,5839,72685.66,55
546,CROFT & BARROW,9.5,1554,101625.7,89
547,CROFT & BARROW,9.5,3573,133476.5,54
548,CROFT & BARROW,7.5,7673,60278.86,68
549,CROFT & BARROW,7.5,9405,73081.28,19
550,CROFT & BARROW,7.5,8632,52497.61,69
551,CROFT & BARROW,9.5,9538,165873.34,62
552,CROFT & BARROW,6.75,2223,51123.62,81
553,CROFT & BARROW,6.75,6340,47021.36,74
554,CROFT & BARROW,7.5,2861,70341.46,53
555,CROFT & BARROW,7.5,7617,64904.5,75
556,CROFT & BARROW,7.5,9857,40017.63,37
557,CROFT & BARROW,7.5,8987,44168.48,74
558,CROFT & BARROW,10.25,7474,148854.5,53
559,CROFT & BARROW,9.5,3761,115961.29,79
560,CROFT & BARROW,9.5,5637,74279.13,50
562,CROFT & BARROW,9.5,1775,143274.98,8
563,CROFT & BARROW,9.5,2256,87043.46,48
564,CROFT & BARROW,8.75,7739,62107.92,5
565,CROFT & BARROW,8.75,3102,66725.16,49
567,CROFT & BARROW,8.75,2469,103329.81,90
568,CROFT & BARROW,8.75,7570,58363.05,64
569,CROFT & BARROW,9.5,3307,106876.24,78
570,CROFT & BARROW,9.5,3528,78358.81,66
571,CROFT & BARROW,9.5,5224,63889.46,44
574,CROFT & BARROW,9.5,1584,196290.55,95
575,CROFT & BARROW,9.5,4441,120465.13,65
576,CROFT & BARROW,9.5,8262,134016.51,37
577,CROFT & BARROW,9.5,4562,99182.44,32
579,CROFT & BARROW,9.5,8371,136262.08,76
580,CROFT & BARROW,9.5,1302,133428.03,97
581,CROFT & BARROW,9.5,4572,120177.04,61
583,CROFT & BARROW,7.5,6206,112495.97,90
584,CROFT & BARROW,9.5,7673,171849.35,25
585,CROFT & BARROW,7.5,2805,84344.59,75
586,CROFT & BARROW,9.5,1905,89800.89,35
587,CROFT & BARROW,9.5,3509,79656.21,54
588,CROFT & BARROW,7.5,2241,91355.37,56
589,CROFT & BARROW,7.5,1696,81900.26,26
590,CROFT & BARROW,7.5,5971,60644.33,40
591,CROFT & BARROW,7.5,7116,61935.58,15
592,CROFT & BARROW,7.5,4443,53425.41,65
593,CROFT & BARROW,7.5,9298,55036.34,52
595,CROFT & BARROW,7.5,6437,106702.51,46
596,CROFT & BARROW,7.5,7313,97093,47
598,CROFT & BARROW,6.75,3205,63619.48,6
599,CROFT & BARROW,7.5,1545,68019.87,92
600,CROFT & BARROW,6.75,8398,58121.38,69
601,CROFT & BARROW,7.5,6902,69359.53,5
602,CROFT & BARROW,7.5,2940,64804.47,62
603,CROFT & BARROW,7.5,9023,53211.66,42
604,CROFT & BARROW,7.5,7607,103127.25,28
605,CROFT & BARROW,7.5,2079,88940.02,90
606,CROFT & BARROW,6.75,9054,63169.44,64
607,CROFT & BARROW,7.5,1739,90182.59,40
608,CROFT & BARROW,7.5,2369,81152.23,94
609,CROFT & BARROW,9.5,4307,124504.44,67
610,CROFT & BARROW,9.5,8393,106588.05,24
611,CROFT & BARROW,9.5,8314,111954.71,15
612,CROFT & BARROW,10.25,4768,121063.39,57
613,CROFT & BARROW,7.5,4726,91828.86,1
614,CROFT & BARROW,7.5,5697,91036.47,4
615,CROFT & BARROW,7.5,4781,90311.36,19
616,CROFT & BARROW,9.5,6949,71055.2,24
618,CROFT & BARROW,6.75,4660,76060.5,18
619,CROFT & BARROW,7.5,2891,79369.83,86
620,CROFT & BARROW,6.75,5041,78278.54,95
621,CROFT & BARROW,7.5,7941,61762.52,69
622,CROFT & BARROW,7.5,1573,116509.02,42
623,CROFT & BARROW,10.25,3722,196277.54,90
624,CROFT & BARROW,10.25,1640,136186,9
625,CROFT & BARROW,9.5,7947,156573.21,67
626,CROFT & BARROW,9.5,8058,117861.72,59
627,CROFT & BARROW,9.5,2112,112810.52,9
630,CROFT & BARROW,7.5,9451,67937.62,30
631,CROFT & BARROW,7.5,2439,121168.96,26
