"Store","Climate","VSG","Product","Space","Sales","Units","Profit","Recommended_Space","Estimated_Sales","Estimated_Profit","Estimated_Units","Lower_Limit","Upper_Limit"
1105,"COLD","ST","DENIM LONG BTMS",1.415039954,794.51,30,379.456,1.415039954,794.50999966962,379.456000035761,30.0000000063051,0,3
1105,"COLD","ST","DRESSES",2.150656393,931.4,36,489.327,2.150656393,931.400000065875,489.327000011475,36.000000002977,0.25,3.25
1105,"COLD","ST","JACKETS",0.241799848,150.33,5,65.13,0.241799848,150.329999953175,65.1299999789713,4.99999999827448,0,1.25
1105,"COLD","ST","KNIT BOTTOMS",7.075199772,156.58,17,63.229,7.075199772,156.579999982545,63.2290000136457,17.0000000048589,4.75,10.5
1105,"COLD","ST","KNIT TOPS",7.075199772,3170.85,283,1642.016,7.075199772,3170.84999976202,1642.01600064252,282.999999993844,4.75,14.5
1105,"COLD","ST","SHORTS",0.597688356,105.25,5,57.046,0.597688356,105.250000012364,57.0459999869124,5.00000000131232,0,1
1105,"COLD","ST","SKIRTS",1.573401826,376.91,18,257.351,1.573401826,376.910000034392,257.350999970175,17.9999999977737,0.75,4.25
1105,"COLD","ST","SWEATERS",1.573401826,403.56,21,199.497,1.573401826,403.56000007945,199.496999949592,20.9999999966585,0.75,4.25
1105,"COLD","ST","WOVEN TOPS",2.426512557,1349.18,94,703.61,2.426512557,1349.18000017521,703.60999997939,94.0000000027477,1,5.5
1106,"COLD","ST","CAPRIS",1.150430316,571.81,20,324.809,1.150430316,571.810000139145,324.808999931192,19.9999999954093,0,2
1106,"COLD","ST","CAREER LONG BTMS",1.547987229,509.86,18,286.951,1.547987229,509.860000082665,286.951000124166,17.9999999992193,0.75,3.25
1106,"COLD","ST","DENIM LONG BTMS",1.031163243,254.75,9,123.246,1.031163243,254.750000013574,123.246000003354,8.99999999806761,0,3.25
1106,"COLD","ST","DRESSES",1.003831205,845.26,29,505.633,1.003831205,845.260000403019,505.632999907318,28.9999999898798,0.25,3.5
1106,"COLD","ST","JACKETS",0.531732371,536.3,16,264.721,0.531732371,536.300000140389,264.720999915526,16.0000000000356,0,1.25
1106,"COLD","ST","KNIT BOTTOMS",8.008287063,71.28,8,31.96,8.008287063,71.2800000044704,31.9600000029039,8.00000000077702,5.25,11.25
1106,"COLD","ST","KNIT TOPS",8.008287063,2377.43,204,1266.53,8.008287063,2377.43000004399,1266.53000007891,204.00000001084,5.25,15.5
1106,"COLD","ST","SKIRTS",2.549333703,429.07,20,285.566,2.549333703,429.069999937003,285.565999978169,20.0000000026654,0.75,4.5
1106,"COLD","ST","SWEATERS",2.549333703,737.93,37,366.7,2.549333703,737.929999794513,366.699999860609,36.9999999983535,0.75,4.5
1106,"COLD","ST","WOVEN TOPS",2.07723487,1512.84,99,832.79,2.07723487,1512.83999970998,832.789999798068,98.9999999895486,1.25,5.75
1107,"COLD","ST","CAPRIS",0.966689537,748.59,32,391.524,0.966689537,748.589999770693,391.523999931018,32.0000000077656,0,2
1107,"COLD","ST","CAREER LONG BTMS",1.529725557,879.46,38,410.163,1.529725557,879.460000110527,410.162999838026,38.0000000159449,0.5,3.25
1107,"COLD","ST","DENIM LONG BTMS",0.871406518,944.82,33,485.599,0.871406518,944.819999900467,485.599000139549,33.00000000469,0,3
1107,"COLD","ST","DRESSES",2.224425386,1209.39,51,591.277,2.224425386,1209.38999958658,591.277000028487,50.9999999975701,0.25,3.25
1107,"COLD","ST","JACKETS",0.341286449,358.64,12,166.465,0.341286449,358.640000023261,166.464999963503,12.0000000034386,0,1.25
1107,"COLD","ST","KNIT BOTTOMS",7.054408233,295.64,21,150.103,7.054408233,295.63999999154,150.102999981616,20.9999999981754,5,11
1107,"COLD","ST","KNIT TOPS",7.054408233,6582.79,530,3642.264,7.054408233,6582.78999926617,3642.2640000029,529.999999708127,5,15
1107,"COLD","ST","SHORTS",0.552641509,613.12,27,341.329,0.552641509,613.119999839957,341.328999987473,27.0000000149072,0,1
1107,"COLD","ST","SKIRTS",2.163790738,687.49,42,383.689,2.163790738,687.489999911527,383.688999934951,42.0000000015941,0.75,4.25
1107,"COLD","ST","SWEATERS",2.163790738,791.23,38,471.155,2.163790738,791.230000042201,471.155000013002,38.000000009312,0.75,4.25
1107,"COLD","ST","WOVEN TOPS",2.475626072,2445.92,157,1370.04,2.475626072,2445.92000019928,1370.04000003542,157.000000040299,1.25,5.75
1108,"COLD","ST","CAPRIS",0.564559366,438.43,18,238.86,0.564559366,438.429999924391,238.860000119857,18.0000000052631,0,2.75
1108,"COLD","ST","CAREER LONG BTMS",2.616460413,1759.15,68,939.395,2.616460413,1759.15000018852,939.394999736296,68.0000000091749,1,4.5
1108,"COLD","ST","DENIM LONG BTMS",1.35121696,636.83,26,278.465,1.35121696,636.829999845698,278.465000016376,26.0000000026506,0,4.25
1108,"COLD","ST","DRESSES",1.021651848,902.31,32,550.813,1.021651848,902.309999952986,550.812999875318,32.0000000001374,0.5,4.5
1108,"COLD","ST","JACKETS",0.600381661,871.33,27,389.828,0.600381661,871.330000353154,389.828000087329,27.000000008941,0,1.5
1108,"COLD","ST","KNIT BOTTOMS",10.86705135,85.42,13,19.718,10.86705135,85.4200000111431,19.7179999971612,13.0000000025801,7,15
1108,"COLD","ST","KNIT TOPS",10.86705135,3115.89,285,1665.013,10.86705135,3115.89000003784,1665.01300029337,284.999999998874,7,20.25
1108,"COLD","ST","SKIRTS",3.125136999,639.12,28,414.704,3.125136999,639.119999961848,414.704000048062,27.9999999965249,1.25,6
1108,"COLD","ST","SWEATERS",3.125136999,1122.18,57,578.098,3.125136999,1122.18000011398,578.09799980828,56.9999999769079,1.25,6
1108,"COLD","ST","WOVEN TOPS",3.543541402,2910.19,187,1611.023,3.543541402,2910.18999970492,1611.0230001523,186.99999998522,1.5,7.75
1109,"COLD","ST","CAPRIS",0.907103777,562.33,24,298.709,0.907103777,562.329999877581,298.709000006451,23.9999999960148,0,2
1109,"COLD","ST","CAREER LONG BTMS",1.519849374,1082.68,44,546.604,1.519849374,1082.68000000151,546.603999973237,44.000000000423,0.75,3.25
1109,"COLD","ST","DENIM LONG BTMS",1.057286521,701.42,23,394.68,1.057286521,701.419999865851,394.679999955238,23.0000000032847,0,3.25
1109,"COLD","ST","DRESSES",0.939142762,1044.44,36,623.692,0.939142762,1044.44000053668,623.692000179408,35.9999999956437,0.25,3.5
1109,"COLD","ST","JACKETS",0.228277772,513.39,17,223.567,0.228277772,513.390000137908,223.567000070778,16.9999999938409,0,1.25
1109,"COLD","ST","KNIT BOTTOMS",8.630501717,169.41,14,84.724,8.630501717,169.41000004324,84.7239999899606,13.9999999962372,5.25,11.25
1109,"COLD","ST","KNIT TOPS",8.630501717,2639.12,218,1537.766,8.630501717,2639.11999980873,1537.76599947521,218.000000004236,5.25,15.5
1109,"COLD","ST","SKIRTS",2.046490198,641.94,31,418.888,2.046490198,641.94000015684,418.887999973319,31.0000000038005,0.75,4.5
1109,"COLD","ST","SWEATERS",2.046490198,287.08,14,157.72,2.046490198,287.080000078858,157.719999999466,13.999999998662,0.75,4.5
1109,"COLD","ST","WOVEN TOPS",2.370884926,1792.35,110,1065.954,2.370884926,1792.34999986991,1065.95399983672,110.000000012934,1.25,5.75
111,"COLD","ST","CAPRIS",0.503806708,242.44,11,117.216,0.503806708,242.44000000982,117.215999926132,10.9999999992762,0,2.5
111,"COLD","ST","CAREER LONG BTMS",2.010957284,1109.31,48,524.934,2.010957284,1109.30999968399,524.933999910774,48.0000000003936,0.75,3.75
111,"COLD","ST","DENIM LONG BTMS",0.757844836,719.95,33,253.764,0.757844836,719.950000252772,253.764000013038,32.9999999995001,0,3.75
111,"COLD","ST","DRESSES",1.323559996,487.73,14,331.772,1.323559996,487.73,331.772,14,0.25,4
111,"COLD","ST","JACKETS",0.495267611,335.99,11,140.703,0.495267611,335.990000070563,140.703000019246,10.9999999933649,0,1.5
111,"COLD","ST","KNIT BOTTOMS",8.788865328,305.97,28,148.108,8.788865328,305.970000004772,148.108000024909,27.999999998493,6,13
111,"COLD","ST","KNIT TOPS",8.788865328,4296.17,406,2114.474,8.788865328,4296.17000042327,2114.47399997392,405.999999998191,6,17.75
111,"COLD","ST","SKIRTS",3.052727087,459.34,23,290.432,3.052727087,459.340000046311,290.431999973515,23.0000000003062,1,5.25
111,"COLD","ST","SWEATERS",3.052727087,1966.76,106,987.253,3.052727087,1966.75999963167,987.252999992724,106.000000004003,1,5.25
111,"COLD","ST","WOVEN TOPS",4.006971149,2348.3,157,1224.042,4.006971149,2348.30000048422,1224.04199959256,157.000000032124,1.5,6.75
1110,"COLD","ST","CAPRIS",1.535921538,424.74,18,223.966,1.535921538,424.740000047261,223.96599996857,17.9999999994413,0,2.5
1110,"COLD","ST","CAREER LONG BTMS",2.099907415,843.84,38,391.194,2.099907415,843.839999947237,391.194000018481,38.0000000039451,0.75,4
1110,"COLD","ST","DENIM LONG BTMS",1.329126716,174.82,8,63.204,1.329126716,174.8199999439,63.2039999896291,7.99999999979746,0,3.75
1110,"COLD","ST","DRESSES",3.286157709,1632.22,67,864.918,3.286157709,1632.21999983726,864.917999974056,66.9999999983724,0.25,4.25
1110,"COLD","ST","JACKETS",0.5790255,602.24,20,259.534,0.5790255,602.240000208111,259.534000110297,19.9999999968759,0,1.5
1110,"COLD","ST","KNIT BOTTOMS",7.805564535,175.98,17,81.11,7.805564535,175.980000033565,81.110000002299,16.9999999948171,6.25,13.75
1110,"COLD","ST","KNIT TOPS",7.805564535,2996.98,261,1608.872,7.805564535,2996.97999996283,1608.87199979703,261.000000002882,6.25,18.75
1110,"COLD","ST","SHORTS",0.635424088,114.16,5,66.164,0.635424088,114.160000002158,66.1640000138078,5.00000000006362,0,1.25
1110,"COLD","ST","SKIRTS",2.883847783,449.39,24,280.843,2.883847783,449.390000030415,280.843000049135,23.9999999978725,1,5.5
1110,"COLD","ST","SWEATERS",2.883847783,916.59,48,463.218,2.883847783,916.589999836249,463.218000195637,47.9999999791862,1,5.5
1110,"COLD","ST","WOVEN TOPS",3.805024716,1764.7,115,955.563,3.805024716,1764.69999984571,955.562999985383,114.999999995611,1.5,7
1111,"COLD","ST","CAPRIS",0.956401799,435.83,19,214.469,0.956401799,435.829999860763,214.469000030409,18.9999999954076,0,2.25
1111,"COLD","ST","CAREER LONG BTMS",1.166278861,809.21,33,405.806,1.166278861,809.209999523391,405.805999949135,33.0000000098401,0.75,3.5
1111,"COLD","ST","DENIM LONG BTMS",0.719958021,1428.21,57,634.431,0.719958021,1428.20999999464,634.430999935762,56.9999999842377,0,3.25
1111,"COLD","ST","DRESSES",1.158308846,542.62,21,295.591,1.158308846,542.619999851632,295.590999978656,20.9999999982444,0.25,3.5
1111,"COLD","ST","JACKETS",0.422410795,544.43,19,221.23,0.422410795,544.430000060447,221.230000030394,19.0000000030624,0,1.25
1111,"COLD","ST","KNIT BOTTOMS",8.408365817,123.38,14,37.966,8.408365817,123.37999999777,37.9660000042618,13.9999999987535,5.25,11.5
1111,"COLD","ST","KNIT TOPS",8.408365817,3213.88,283,1613.711,8.408365817,3213.88000035031,1613.711000207,282.999999987047,5.25,15.5
1111,"COLD","ST","SKIRTS",2.584941529,387.26,20,243.748,2.584941529,387.260000036661,243.748000009205,20.0000000012761,0.75,4.5
1111,"COLD","ST","SWEATERS",2.584941529,701.06,34,371.147,2.584941529,701.059999914983,371.147000040686,33.9999999964345,0.75,4.5
1111,"COLD","ST","WOVEN TOPS",2.303334333,1456.43,102,763.8,2.303334333,1456.43000008586,763.799999974714,101.999999996858,1.25,6
1112,"COLD","ST","CAPRIS",1.193970117,456.75,18,254.925,1.193970117,456.749999974826,254.924999963975,17.9999999995136,0,2
1112,"COLD","ST","CAREER LONG BTMS",1.560757737,358.89,13,198.543,1.560757737,358.889999989147,198.542999945174,12.9999999991513,0.5,3.25
1112,"COLD","ST","DENIM LONG BTMS",1.444226254,684.81,26,330.394,1.444226254,684.809999810787,330.394000045669,26.0000000007366,0,3
1112,"COLD","ST","DRESSES",0.958996798,296.11,11,168.804,0.958996798,296.11000001228,168.804000033985,11.0000000006299,0.25,3.25
1112,"COLD","ST","JACKETS",0.30565635,195.44,6,93.46,0.30565635,195.440000013714,93.4599999801645,5.99999999762743,0,1.25
1112,"COLD","ST","KNIT BOTTOMS",7.494311633,138.68,12,72.704,7.494311633,138.680000021041,72.7039999695104,11.9999999998773,4.75,10.75
1112,"COLD","ST","KNIT TOPS",7.494311633,2410.1,178,1396.016,7.494311633,2410.09999981757,1396.01600026922,178.000000006464,4.75,14.5
1112,"COLD","ST","SKIRTS",1.675378869,381.3,18,261.52,1.675378869,381.300000018257,261.520000012403,17.9999999997377,0.75,4.25
1112,"COLD","ST","SWEATERS",1.675378869,252.99,11,141.696,1.675378869,252.990000034643,141.696000039103,10.9999999985092,0.75,4.25
1112,"COLD","ST","WOVEN TOPS",2.89036286,1611.38,103,894.3,2.89036286,1611.37999997509,894.300000086615,103.000000000812,1,5.5
1113,"COLD","ST","CAREER LONG BTMS",2.101468161,1651.08,70,810.568,2.101468161,1651.07999977764,810.567999934658,70.0000000017417,0.75,4.25
1113,"COLD","ST","DENIM LONG BTMS",0.780499899,509.95,21,235.398,0.780499899,509.949999979961,NA,21.0000000007978,0,4
1113,"COLD","ST","DRESSES",1.417934644,1029.82,39,582.869,1.417934644,1029.81999970462,582.868999978012,38.9999999943166,0.5,4.5
1113,"COLD","ST","JACKETS",0.745528417,973.98,33,392.137,0.745528417,973.980000165301,392.136999857169,33.0000000164845,0,1.5
1113,"COLD","ST","KNIT BOTTOMS",10.47395893,238.88,24,105.044,10.47395893,238.880000023853,105.04399998245,23.9999999970965,6.75,14.75
1113,"COLD","ST","KNIT TOPS",10.47395893,5545.84,537,2806.902,10.47395893,5545.84000017037,2806.90199984923,537.000000010099,6.75,20.25
1113,"COLD","ST","SKIRTS",3.336597329,474.57,26,290.259,3.336597329,474.570000049968,290.258999976968,25.9999999984431,1.25,6
1113,"COLD","ST","SWEATERS",3.336597329,2648.92,140,1305.526,3.336597329,2648.91999986626,1305.5259995724,140.000000020988,1.25,6
1113,"COLD","ST","WOVEN TOPS",4.447736697,2773.75,188,1457.905,4.447736697,2773.74999987309,1457.90499982821,187.999999956796,1.5,7.5
1115,"COLD","ST","CAPRIS",0.905051631,362.54,16,178.177,0.905051631,362.53999999202,178.177000032283,15.9999999991071,0,2.75
1115,"COLD","ST","CAREER LONG BTMS",1.800292404,1007,41,516.912,1.800292404,1006.99999993888,516.912000130463,41.0000000121705,1,4.5
1115,"COLD","ST","DENIM LONG BTMS",1.295033228,724.55,27,362.381,1.295033228,724.549999974593,362.381000001612,26.999999996741,0.25,4.25
1115,"COLD","ST","DRESSES",0.920994275,972.02,36,538.745,0.920994275,972.01999971048,538.744999969149,35.9999999922584,0.5,4.5
1115,"COLD","ST","JACKETS",0.404697884,944.65,29,422.74,0.404697884,944.649999681647,422.739999668872,29.0000000165129,0,1.5
1115,"COLD","ST","KNIT BOTTOMS",11.68473162,548.72,44,263.236,11.68473162,548.719999994898,263.235999965703,44.0000000003898,7,15
1115,"COLD","ST","KNIT TOPS",11.68473162,4336.01,382,2292.963,11.68473162,4336.01000009377,2292.96299975643,382.000000009476,7,20.25
1115,"COLD","ST","SKIRTS",2.509126879,705.58,35,457.769,2.509126879,705.579999965888,457.768999974393,35.0000000017895,1.25,6
1115,"COLD","ST","SWEATERS",2.509126879,1373.89,68,720.498,2.509126879,1373.88999978957,720.497999835017,67.9999999782126,1.25,6
1115,"COLD","ST","WOVEN TOPS",4.191688989,1765.07,110,986.373,4.191688989,1765.07000025936,986.373000112925,109.999999988246,1.5,7.75
1117,"COLD","ST","CAPRIS",0.568466826,541.1,21,302.539,0.568466826,541.099999740581,302.539000131623,21.0000000091443,0,2
1117,"COLD","ST","CAREER LONG BTMS",1.640138425,807.45,34,387.864,1.640138425,807.449999976525,387.864000092265,33.9999999988049,0.75,3.25
1117,"COLD","ST","DENIM LONG BTMS",1.480418138,1521.3,57,745.535,1.480418138,1521.30000028164,745.534999913628,56.9999999912791,0,3.25
1117,"COLD","ST","DRESSES",0.755665871,964.07,35,543.719,0.755665871,964.069999272457,543.719000125384,34.999999998708,0.25,3.5
1117,"COLD","ST","JACKETS",0.436225298,394.48,14,140.026,0.436225298,394.479999932043,140.026000003722,14.0000000044272,0,1.25
1117,"COLD","ST","KNIT BOTTOMS",8.676418138,657.91,53,317.661,8.676418138,657.910000211945,317.660999987865,53.0000000012973,5.25,11.25
1117,"COLD","ST","KNIT TOPS",8.676418138,4770.1,445,2603.389,8.676418138,4770.09999959246,2603.38899994661,445.000000013677,5.25,15.5
1117,"COLD","ST","SKIRTS",1.607507399,608.75,29,412.776,1.607507399,608.750000081963,412.776000017246,28.9999999976685,0.75,4.5
1117,"COLD","ST","SWEATERS",1.607507399,934.78,46,462.988,1.607507399,934.78000019698,462.987999856923,46.0000000220144,0.75,4.5
1117,"COLD","ST","WOVEN TOPS",2.818290215,2336.04,159,1237.47,2.818290215,2336.04000026622,1237.47000017587,158.999999972286,1.25,5.75
1118,"COLD","ST","CAPRIS",0.493554815,220.79,9,117.765,0.493554815,220.79000001706,117.765000020472,9.00000000546558,0,2.75
1118,"COLD","ST","CAREER LONG BTMS",2.129814506,1133.55,50,529.426,2.129814506,1133.54999992552,529.426000061266,50.0000000027694,1,4.5
1118,"COLD","ST","DENIM LONG BTMS",0.777976234,648.82,28,254.77,0.777976234,648.819999812594,254.770000087691,27.9999999995478,0,4.25
1118,"COLD","ST","DRESSES",1.226358235,1263.35,47,694.434,1.226358235,1263.34999933358,694.434000105307,47.0000000149841,0.5,4.5
1118,"COLD","ST","JACKETS",0.403209188,566.63,20,233.207,0.403209188,566.629999738083,233.206999904094,19.9999999953284,0,1.5
1118,"COLD","ST","KNIT BOTTOMS",11.29153032,151.96,16,53.79,11.29153032,151.959999970378,53.7900000157244,16.0000000026401,6.75,15
1118,"COLD","ST","KNIT TOPS",11.29153032,3781.85,355,1937.244,11.29153032,3781.85000039211,1937.24400019503,354.999999995428,6.75,20.25
1118,"COLD","ST","SKIRTS",3.070078255,444.99,22,286.339,3.070078255,444.990000001133,286.33900001285,21.9999999968078,1.25,6
1118,"COLD","ST","SWEATERS",3.070078255,1856.16,97,959.81,3.070078255,1856.16000012286,959.81000024253,97.000000019583,1.25,6
1118,"COLD","ST","WOVEN TOPS",3.695805376,2269.37,148,1188.035,3.695805376,2269.36999985533,1188.03500015475,147.999999969308,1.5,7.75
1119,"COLD","ST","CAPRIS",0.619218996,608.29,23,352.29,0.619218996,608.289999701436,352.289999792584,23.0000000080195,0,2.75
1119,"COLD","ST","CAREER LONG BTMS",2.175634311,1701.56,67,886.551,2.175634311,1701.559999957,886.551000071265,67.0000000080983,1,4.5
1119,"COLD","ST","DENIM LONG BTMS",1.405794478,1331.93,50,644.558,1.405794478,1331.92999990138,644.557999945122,49.9999999999559,0,4.25
1119,"COLD","ST","DRESSES",0.753104185,1111.83,39,650.859,0.753104185,1111.83000023065,650.858999857428,38.9999999952356,0.5,4.5
1119,"COLD","ST","JACKETS",0.689747801,1770.9,56,797.215,0.689747801,1770.8999991333,797.214999844286,56.0000000042987,0,1.5
1119,"COLD","ST","KNIT BOTTOMS",10.84828647,573.9,48,265.541,10.84828647,573.900000016788,265.541000032435,47.9999999996881,7,15
1119,"COLD","ST","KNIT TOPS",10.84828647,7234.36,612,4048.932,10.84828647,7234.36000035403,4048.93199977681,612.000000045637,7,20.25
1119,"COLD","ST","SKIRTS",3.299313571,934.54,39,611.005,3.299313571,934.53999993064,611.004999988825,38.9999999988945,1.25,6
1119,"COLD","ST","SWEATERS",3.299313571,2176.65,103,1152.813,3.299313571,2176.65000043297,1152.81300025072,102.99999998545,1.25,6
1119,"COLD","ST","WOVEN TOPS",3.715313978,3950.77,239,2296.864,3.715313978,3950.77000013946,2296.86400008689,239.000000004422,1.5,7.75
112,"COLD","ST","CAREER LONG BTMS",2.125118158,923.5,43,406.05,2.125118158,923.499999853215,406.049999985495,43.0000000051593,1,4.5
112,"COLD","ST","DENIM LONG BTMS",0.79470732,114.03,7,24.547,0.79470732,114.029999971403,24.547,7.00000000069194,0.25,4.25
112,"COLD","ST","DRESSES",1.048884965,701.1,29,366.971,1.048884965,701.1,NA,29,0.5,4.5
112,"COLD","ST","JACKETS",0.672444656,902.25,31,338.613,0.672444656,902.250000022189,338.613000165341,31.0000000147807,0,1.5
112,"COLD","ST","KNIT BOTTOMS",10.90711666,288.56,23,130.844,10.90711666,288.560000027969,130.844000014322,22.9999999995463,7,15
112,"COLD","ST","KNIT TOPS",10.90711666,4764.7,459,2410.87,10.90711666,4764.70000020787,2410.87000006592,459.000000007379,7,20.25
112,"COLD","ST","SKIRTS",3.738663588,200.49,9,132.478,3.738663588,200.489999951858,132.477999963083,8.9999999997623,1.25,6
112,"COLD","ST","SWEATERS",3.738663588,1225.98,66,571.586,3.738663588,1225.97999950635,571.586000060233,65.999999995539,1.25,6
112,"COLD","ST","WOVEN TOPS",4.023406899,1943.2,133,1024.441,4.023406899,1943.20000002404,1024.44100020563,133.000000001852,1.5,7.75
1121,"COLD","ST","CAPRIS",0.845740717,484.11,22,233.234,0.845740717,484.110000058268,233.234000042064,21.9999999917683,0,2.75
1121,"COLD","ST","CAREER LONG BTMS",2.325786971,946.01,39,472.539,2.325786971,946.010000102322,472.539000007176,38.9999999978215,0.75,4.25
1121,"COLD","ST","DENIM LONG BTMS",1.646725081,500.76,17,271.196,1.646725081,500.760000001364,271.195999956645,17.0000000041191,0,4
1121,"COLD","ST","DRESSES",0.958403257,712.39,26,388.642,0.958403257,712.390000225551,388.641999982919,25.9999999958598,0.5,4.5
1121,"COLD","ST","JACKETS",0.517013029,364.73,13,134.555,0.517013029,364.729999825016,134.554999988893,13.0000000017659,0,1.5
1121,"COLD","ST","KNIT BOTTOMS",10.14271531,197.12,19,91.52,10.14271531,197.119999997702,91.5199999736742,19.0000000064167,6.75,14.5
1121,"COLD","ST","KNIT TOPS",10.14271531,3905.65,370,2036.964,10.14271531,3905.64999989723,2036.96399989115,369.999999989198,6.75,20
1121,"COLD","ST","SKIRTS",3.040345277,447.08,23,282.83,3.040345277,447.079999985768,282.830000002614,22.9999999998236,1.25,5.75
1121,"COLD","ST","SWEATERS",3.040345277,1002.92,47,555.102,3.040345277,1002.91999992791,555.102000132688,46.9999999974708,1.25,5.75
1121,"COLD","ST","WOVEN TOPS",4.07745798,2592.12,176,1359.704,4.07745798,2592.11999989322,1359.70399985482,175.9999999977,1.5,7.5
1122,"COLD","ST","CAPRIS",0.85726257,583.19,23,329.671,0.85726257,583.189999878097,329.671000067559,23.0000000008754,0,2.75
1122,"COLD","ST","CAREER LONG BTMS",2.406685289,619.66,24,325.888,2.406685289,619.660000191905,325.888000014181,24.000000000746,0.75,4.25
1122,"COLD","ST","DENIM LONG BTMS",1.462638113,545.16,19,283.153,1.462638113,545.159999949277,283.153000027287,18.9999999952339,0,4
1122,"COLD","ST","DRESSES",1.316585971,642.91,25,344.219,1.316585971,642.909999817881,344.219000024598,24.9999999940248,0.5,4.5
1122,"COLD","ST","JACKETS",0.527057728,517.64,16,249.423,0.527057728,517.640000111581,249.422999871715,15.9999999907279,0,1.5
1122,"COLD","ST","KNIT BOTTOMS",9.918845438,137.83,13,55.516,9.918845438,137.82999998304,55.5159999946153,13.000000003241,6.75,14.75
1122,"COLD","ST","KNIT TOPS",9.918845438,3092.16,284,1629.11,9.918845438,3092.15999984096,1629.10999981794,283.99999996527,6.75,20
1122,"COLD","ST","SKIRTS",3.25336437,773.43,38,499.159,3.25336437,773.430000033813,499.159000046566,37.9999999993469,1.25,5.75
1122,"COLD","ST","SWEATERS",3.25336437,789.75,42,394.463,3.25336437,789.750000252055,394.462999982768,41.9999999989726,1.25,5.75
1122,"COLD","ST","WOVEN TOPS",3.95399131,1882.41,125,1013.82,3.95399131,1882.40999990562,1013.8200001945,125.000000023608,1.5,7.5
1123,"COLD","ST","CAPRIS",1.060189636,495.66,23,231.386,1.060189636,495.660000055865,231.385999967015,23.0000000033383,0,2.75
1123,"COLD","ST","CAREER LONG BTMS",2.108948655,2838.43,122,1356.766,2.108948655,2838.42999988266,1356.76599977187,122.000000003131,0.75,4.25
1123,"COLD","ST","DENIM LONG BTMS",1.051616674,881.78,35,407.751,1.051616674,881.780000020094,407.750999970544,35.0000000075003,0,4
1123,"COLD","ST","DRESSES",1.067333771,1326.1,48,752.078,1.067333771,1326.10000038277,752.077999868059,48.0000000069754,0.25,4.5
1123,"COLD","ST","JACKETS",0.420075139,1300.02,43,556.36,0.420075139,1300.01999931071,556.360000464733,43.0000000097933,0,1.5
1123,"COLD","ST","KNIT BOTTOMS",10.08608981,530.02,41,257.208,10.08608981,530.020000009591,257.207999981453,41.0000000023557,6.75,14.5
1123,"COLD","ST","KNIT TOPS",10.08608981,4065.47,366,2072.045,10.08608981,4065.46999974525,2072.04499940498,366.000000024495,6.75,19.75
1123,"COLD","ST","SKIRTS",2.990534916,723.31,33,484.693,2.990534916,723.310000055,484.693000006575,32.9999999980062,1.25,5.75
1123,"COLD","ST","SWEATERS",2.990534916,1927.28,99,981.251,2.990534916,1927.27999976036,981.250999980233,99.000000017484,1.25,5.75
1123,"COLD","ST","WOVEN TOPS",4.735132685,2938.87,183,1635.405,4.735132685,2938.87000041089,1635.40500028806,182.999999984105,1.5,7.5
1124,"COLD","ST","CAPRIS",0.328223423,110,5,51.446,0.328223423,109.999999982735,51.4460000152829,5.00000000311729,0,2.75
1124,"COLD","ST","CAREER LONG BTMS",2.118114706,993.18,42,481.371,2.118114706,993.180000002949,481.371000063138,41.9999999993759,1,4.5
1124,"COLD","ST","DENIM LONG BTMS",0.700925721,273.52,13,105.001,0.700925721,273.519999983642,NA,13.000000000174,0.25,4.25
1124,"COLD","ST","DRESSES",1.113505631,1596.2,58,915.669,1.113505631,1596.19999989105,915.669000099631,58.0000000089966,0.5,4.5
1124,"COLD","ST","JACKETS",0.492335134,449.71,15,195.995,0.492335134,449.709999956541,195.995000074328,14.9999999963749,0,1.75
1124,"COLD","ST","KNIT BOTTOMS",11.09671245,267.99,27,109.482,11.09671245,267.98999997559,109.482000042654,27.0000000026422,7,15.25
1124,"COLD","ST","KNIT TOPS",11.09671245,4487.08,406,2301.367,11.09671245,4487.08000003283,2301.36700000094,405.999999954833,7,20.25
1124,"COLD","ST","SKIRTS",3.960153636,460.3,24,292.315,3.960153636,460.299999981184,292.314999951338,24.0000000038724,1.25,6
1124,"COLD","ST","SWEATERS",3.960153636,2365.55,129,1166.66,3.960153636,2365.54999966317,1166.65999981121,129.00000000373,1.25,6
1124,"COLD","ST","WOVEN TOPS",3.750029295,1813.45,118,981.004,3.750029295,1813.45000025751,981.004000177925,118.000000014765,1.75,8
1125,"COLD","ST","CAPRIS",0.775383903,990.87,43,511.592,0.775383903,990.869999534126,511.591999801029,43.000000003358,0,2
1125,"COLD","ST","CAREER LONG BTMS",2.256495471,998.3,45,440.602,2.256495471,998.300000162076,440.601999903053,44.9999999895832,0.75,3.25
1125,"COLD","ST","DENIM LONG BTMS",0.513256484,293.07,16,102.438,0.513256484,293.069999900991,102.43800001704,16.000000005126,0,3
1125,"COLD","ST","DRESSES",0.604909428,809.03,30,447.755,0.604909428,809.030000243214,447.755000219981,29.9999999897106,0.25,3.5
1125,"COLD","ST","JACKETS",0.208968711,319.04,10,151.91,0.208968711,319.039999982424,151.910000111472,10.0000000016676,0,1.25
1125,"COLD","ST","KNIT BOTTOMS",9.299107657,400.71,27,212.919,9.299107657,400.710000023237,212.918999981668,27.0000000017297,5,11.25
1125,"COLD","ST","KNIT TOPS",9.299107657,6053.13,573,3106.802,9.299107657,6053.12999924028,3106.80200008046,572.999999963134,5,15.25
